Timestamp,Acce_x,Acce_y,Acce_z,Gyro_x,Gyro_y,Gyro_z,handGrip,Label
2025-04-03 22:47:54.943825,3.96,0.69,-8.79,-0.11,-0.26,0.12,ClosedGrip,WristCurl
2025-04-03 22:47:54.974896,2.83,0.71,-7.56,-0.12,-0.48,-0.02,ClosedGrip,WristCurl
2025-04-03 22:47:55.005569,4.02,0.98,-9.48,-0.26,-0.24,-0.16,ClosedGrip,WristCurl
2025-04-03 22:47:55.036168,4.03,0.77,-9.55,-0.19,0.0,-0.03,ClosedGrip,WristCurl
2025-04-03 22:47:55.067127,3.85,1.39,-8.59,-0.09,-0.02,0.1,ClosedGrip,WristCurl
2025-04-03 22:47:55.097699,3.46,0.82,-8.81,-0.06,-0.06,-0.0,ClosedGrip,WristCurl
2025-04-03 22:47:55.129626,3.3,0.9,-8.96,0.0,-0.02,-0.02,ClosedGrip,WristCurl
2025-04-03 22:47:55.163431,3.67,0.93,-9.06,0.07,-0.12,-0.01,ClosedGrip,WristCurl
2025-04-03 22:47:55.190001,3.67,0.9,-8.46,0.08,-0.18,0.04,ClosedGrip,WristCurl
2025-04-03 22:47:55.220482,3.37,0.86,-8.68,0.0,-0.01,0.07,ClosedGrip,WristCurl
2025-04-03 22:47:55.251373,3.5,0.82,-8.6,-0.04,0.04,0.07,ClosedGrip,WristCurl
2025-04-03 22:47:55.282505,3.31,0.82,-8.5,-0.07,0.05,0.02,ClosedGrip,WristCurl
2025-04-03 22:47:55.312888,3.28,0.87,-9.0,-0.05,-0.01,0.0,ClosedGrip,WristCurl
2025-04-03 22:47:55.343354,3.45,0.91,-8.98,-0.01,-0.06,0.0,ClosedGrip,WristCurl
2025-04-03 22:47:55.377432,3.52,0.99,-8.57,-0.01,-0.02,0.06,ClosedGrip,WristCurl
2025-04-03 22:47:55.404989,3.34,0.78,-8.45,-0.04,-0.07,0.02,ClosedGrip,WristCurl
2025-04-03 22:47:55.445598,3.22,0.79,-8.88,-0.06,-0.08,0.02,ClosedGrip,WristCurl
2025-04-03 22:47:55.466525,3.62,1.03,-8.77,-0.03,-0.07,0.07,ClosedGrip,WristCurl
2025-04-03 22:47:55.497357,3.16,0.86,-8.58,-0.04,-0.09,0.06,ClosedGrip,WristCurl
2025-04-03 22:47:55.528070,3.22,0.82,-8.9,-0.02,-0.11,0.03,ClosedGrip,WristCurl
2025-04-03 22:47:55.572492,3.51,0.9,-9.1,0.01,-0.08,0.05,ClosedGrip,WristCurl
2025-04-03 22:47:55.589532,2.96,0.72,-8.41,0.02,-0.06,0.07,ClosedGrip,WristCurl
2025-04-03 22:47:55.620263,3.24,0.76,-8.76,0.01,0.0,-0.01,ClosedGrip,WristCurl
2025-04-03 22:47:55.653298,3.35,0.56,-8.74,0.11,0.04,-0.1,ClosedGrip,WristCurl
2025-04-03 22:47:55.682076,3.65,0.5,-9.49,0.16,0.03,-0.13,ClosedGrip,WristCurl
2025-04-03 22:47:55.712674,3.4,0.78,-9.15,0.19,0.09,-0.08,ClosedGrip,WristCurl
2025-04-03 22:47:55.744043,2.88,0.55,-8.63,0.21,0.07,-0.11,ClosedGrip,WristCurl
2025-04-03 22:47:55.776160,4.03,0.72,-9.04,0.19,0.18,-0.13,ClosedGrip,WristCurl
2025-04-03 22:47:55.804804,3.73,0.79,-8.82,0.14,0.35,-0.05,ClosedGrip,WristCurl
2025-04-03 22:47:55.836415,2.86,0.79,-8.64,0.15,0.09,-0.03,ClosedGrip,WristCurl
